,Unnamed: 0,CheckingAccountBalance,DebtsPaid,SavingsAccountBalance,CurrentOpenLoanApplications,LoanPayoffPeriodInMonths,LoanReason,RequestedAmount,InterestRate,Co-Applicant,YearsAtCurrentEmployer,YearsInCurrentResidence,Age,RentOrOwnHome,TypeOfCurrentEmployment,NumberOfDependantsIncludingSelf,WasTheLoanApproved
950,449,some,paid,some,1,10,goods,1521,4,none,4,2,31,owned,unskill,1,Y
951,89,none,delayed,v.high,2,36,auto,5711,4,none,10+,2,38,owned,self,1,Y
952,9,none,delayed,none,2,48,busin,7629,4,none,10+,2,46,owned,self,2,Y
953,272,debt,paid,some,1,6,school,448,4,none,1,4,23,owned,skilled,1,N
954,488,debt,paid,none,1,24,auto,1285,4,none,7,4,32,rent,skilled,1,N
955,320,some,paid,some,1,27,busin,3915,4,none,4,2,36,owned,skilled,2,N
956,301,none,delayed,some,1,15,goods,1459,4,none,4,2,43,owned,unskill,1,Y
957,354,debt,paid,some,1,12,auto,2579,4,none,1,1,33,owned,unskill,2,N
958,76,debt,paid,none,1,12,goods,1262,2,none,10+,4,49,owned,unskill,1,Y
959,106,some,paid,none,1,6,goods,368,4,none,10+,4,38,owned,skilled,1,Y
960,24,none,paid,medium,1,9,goods,2753,3,co-app,10+,4,35,owned,skilled,1,Y
961,422,some,paid,some,1,24,goods,4057,3,none,7,3,43,owned,skilled,1,N
962,442,debt,paid,medium,1,6,auto,1203,3,none,10+,2,43,owned,skilled,1,Y
963,6,none,delayed,none,2,30,goods,6742,2,none,7,3,36,owned,skilled,1,Y
964,84,debt,paid,none,1,24,auto,1381,4,none,4,2,35,owned,skilled,1,N
965,61,none,paid,some,1,5,busin,3448,1,none,7,4,74,owned,unskill,1,Y
966,54,debt,delayed,some,2,42,repairs,3394,4,co-app,0,4,65,owned,none,1,Y
967,459,none,paid,medium,1,24,goods,1901,4,none,4,4,29,rent,self,1,Y
968,238,debt,delayed,some,2,36,auto,9629,4,none,7,4,24,owned,skilled,1,N
969,510,debt,paid,some,1,48,auto,7763,4,none,10+,4,42,free,self,1,N
970,296,debt,paid,some,1,48,school,7476,4,none,7,1,50,free,self,1,Y
971,227,some,paid,some,1,8,busin,907,3,none,1,2,26,owned,skilled,1,Y
972,393,none,delayed,none,2,24,school,1927,3,none,4,2,33,owned,skilled,1,Y
973,409,none,paid,none,1,22,auto,1283,4,none,7,4,25,rent,skilled,1,Y
974,15,debt,paid,some,1,12,auto,759,4,none,7,2,26,owned,skilled,1,N
975,156,none,delayed,none,2,9,goods,3074,1,none,4,2,33,owned,skilled,2,Y
976,206,debt,delayed,some,2,12,auto,691,4,none,10+,3,35,owned,skilled,1,N
977,358,none,delayed,v.high,1,24,goods,3777,4,none,4,4,50,owned,skilled,1,Y
978,178,high,delayed,high,1,15,auto,2360,2,none,4,2,36,owned,skilled,1,Y
979,13,some,delayed,v.high,2,11,auto,1322,4,none,4,4,40,owned,skilled,1,Y
980,62,debt,delayed,some,2,10,auto,1038,4,co-app,7,3,49,owned,skilled,1,Y
981,339,debt,delayed,none,2,10,goods,2132,2,co-app,1,3,27,rent,skilled,1,Y
982,142,some,paid,high,1,9,goods,790,4,none,4,3,66,owned,unskill,1,Y
983,152,high,delayed,medium,2,6,auto,1323,2,none,10+,4,28,owned,skilled,2,Y
984,21,high,delayed,some,1,6,goods,683,2,none,1,1,29,owned,skilled,1,Y
985,470,debt,paid,some,1,27,goods,3416,3,none,4,2,27,owned,self,1,Y
986,334,high,delayed,none,2,24,goods,3148,3,none,4,2,31,owned,skilled,1,Y
987,236,debt,delayed,some,2,60,busin,6836,3,none,10+,4,63,owned,skilled,1,N
988,333,debt,delayed,v.high,2,24,goods,1231,4,none,10+,4,57,rent,self,1,Y
989,332,high,paid,some,1,18,goods,2100,4,co-app,4,2,37,owned,skilled,1,N
990,419,debt,paid,some,1,24,auto,4817,2,co-app,7,3,31,owned,skilled,1,N
991,73,some,paid,medium,1,15,repairs,2631,3,none,4,2,25,owned,unskill,1,Y
992,302,debt,paid,some,1,9,goods,1366,3,none,1,4,22,rent,skilled,1,N
993,376,some,paid,some,1,9,goods,959,1,none,4,2,29,owned,skilled,1,N
994,439,none,delayed,some,2,33,auto,7253,3,none,7,2,35,owned,self,1,Y
995,362,debt,paid,some,1,14,auto,8978,1,none,10+,4,45,owned,self,1,N
996,448,high,delayed,some,1,6,school,1047,2,none,4,4,50,owned,unskill,1,Y
997,371,debt,paid,some,1,18,school,750,4,none,0,1,27,owned,none,1,N
998,277,none,paid,high,1,10,school,727,4,none,10+,4,46,free,skilled,1,Y
999,426,some,paid,some,1,24,auto,12579,4,none,10+,2,44,free,self,1,N
1000,273,debt,paid,some,1,6,auto,14896,1,none,10+,4,68,owned,self,1,N
1001,243,none,paid,high,1,24,goods,3430,3,none,10+,2,31,owned,skilled,2,Y
1002,273,debt,paid,some,1,6,auto,14896,1,none,10+,4,68,owned,self,1,N
1003,74,none,paid,none,1,36,school,9055,2,none,4,4,35,free,unskill,2,Y
1004,88,none,paid,none,1,30,auto,4811,2,none,7,4,24,rent,unskill,1,Y
1005,288,some,paid,some,1,18,goods,1301,4,guarant,10+,2,32,owned,unskill,1,Y
1006,496,none,delayed,medium,3,11,goods,1154,4,none,0,4,57,owned,unskill,1,Y
1007,500,debt,paid,some,1,30,goods,3108,2,none,1,4,31,owned,unskill,1,N
1008,17,none,delayed,some,2,30,goods,5771,4,none,7,2,25,owned,skilled,1,Y
1009,235,some,delayed,some,1,36,goods,2337,4,none,10+,4,36,owned,skilled,1,Y
1010,461,some,paid,some,1,36,auto,14318,4,none,10+,2,57,free,self,1,N
1011,142,some,paid,high,1,9,goods,790,4,none,4,3,66,owned,unskill,1,Y
1012,240,some,paid,some,1,48,goods,9960,1,none,1,2,26,owned,skilled,1,N
1013,424,none,delayed,some,2,24,busin,8648,2,none,1,2,27,owned,skilled,1,N
1014,401,some,delayed,medium,2,6,busin,1449,1,none,10+,2,31,owned,skilled,2,Y
1015,196,some,paid,some,1,36,goods,4795,4,none,1,1,30,owned,self,1,Y
1016,242,debt,paid,none,1,24,goods,2996,2,none,4,4,20,owned,skilled,1,N
1017,244,debt,paid,none,1,24,auto,2964,4,none,10+,4,49,free,skilled,2,Y
1018,28,debt,paid,medium,1,12,goods,674,4,none,7,1,20,owned,skilled,1,N
1019,112,debt,delayed,some,2,36,busin,2145,2,none,7,1,24,owned,skilled,1,N
1020,369,none,delayed,some,3,12,goods,1935,4,none,10+,4,43,owned,skilled,1,Y
1021,506,some,delayed,some,1,11,goods,4771,2,none,7,4,51,owned,skilled,1,Y
1022,332,high,paid,some,1,18,goods,2100,4,co-app,4,2,37,owned,skilled,1,N
1023,261,debt,paid,some,3,48,auto,10297,4,none,7,4,39,free,skilled,2,N
1024,140,some,paid,medium,2,21,busin,2767,4,none,10+,2,61,rent,unskill,1,N
1025,336,none,paid,some,2,36,goods,10974,4,none,0,2,26,owned,self,1,N
1026,484,none,paid,medium,1,12,goods,2141,3,none,7,1,35,owned,skilled,1,Y
1027,400,none,paid,some,1,18,goods,4594,3,none,1,2,32,owned,skilled,1,Y
1028,496,none,delayed,medium,3,11,goods,1154,4,none,0,4,57,owned,unskill,1,Y
1029,190,debt,paid,some,1,12,auto,1372,2,none,7,3,36,owned,skilled,1,N
1030,73,some,paid,medium,1,15,repairs,2631,3,none,4,2,25,owned,unskill,1,Y
1031,263,none,paid,high,1,15,goods,1213,4,none,10+,3,47,owned,skilled,1,Y
1032,156,none,delayed,none,2,9,goods,3074,1,none,4,2,33,owned,skilled,2,Y
1033,90,debt,paid,some,1,48,busin,7685,2,guarant,7,4,37,rent,skilled,1,N
1034,118,none,paid,medium,1,9,goods,2301,2,none,1,4,22,rent,skilled,1,Y
1035,363,debt,delayed,some,1,40,school,5998,4,none,4,3,27,owned,skilled,1,N
1036,391,debt,paid,medium,1,12,goods,727,4,none,1,3,33,owned,unskill,1,N
1037,383,none,paid,some,1,12,busin,1076,2,none,4,2,26,owned,skilled,1,Y
1038,475,none,paid,none,2,36,busin,7409,3,none,10+,2,37,owned,skilled,1,Y
1039,18,debt,paid,some,1,24,auto,2303,4,co-app,10+,1,45,owned,skilled,1,N
1040,377,high,paid,some,1,24,goods,5152,4,none,7,2,25,owned,skilled,1,Y
1041,487,none,paid,some,3,18,goods,3422,4,none,10+,4,47,owned,skilled,2,Y
1042,293,none,delayed,some,2,24,other,6314,4,co-app,0,2,27,owned,self,1,Y
1043,74,none,paid,none,1,36,school,9055,2,none,4,4,35,free,unskill,2,Y
1044,249,debt,delayed,some,2,24,auto,2957,4,none,10+,4,63,owned,skilled,1,Y
1045,398,some,paid,medium,1,9,auto,1437,2,none,7,3,29,owned,skilled,1,N
1046,50,some,paid,some,1,12,goods,625,4,guarant,1,1,26,owned,unskill,1,Y
1047,253,none,delayed,some,2,18,goods,2404,2,none,4,2,26,owned,skilled,1,Y
1048,150,high,paid,none,1,12,goods,1424,3,none,10+,4,55,owned,self,1,Y
1049,364,some,paid,some,2,24,other,11328,2,co-app,4,3,29,owned,self,1,N
1050,484,none,paid,medium,1,12,goods,2141,3,none,7,1,35,owned,skilled,1,Y
1051,463,none,paid,medium,1,6,auto,1204,4,none,4,1,35,rent,skilled,1,Y
1052,394,some,paid,some,1,12,auto,2002,3,none,7,4,30,rent,skilled,2,Y
1053,389,some,paid,some,1,60,school,6288,4,none,4,4,42,free,skilled,1,N
1054,392,none,delayed,some,2,15,goods,1471,4,none,4,4,35,free,skilled,1,Y
1055,510,debt,paid,some,1,48,auto,7763,4,none,10+,4,42,free,self,1,N
1056,27,none,delayed,none,1,7,goods,846,3,none,10+,4,36,free,skilled,1,Y
1057,110,some,paid,some,1,6,goods,484,3,guarant,7,3,28,owned,unskill,1,Y
1058,320,some,paid,some,1,27,busin,3915,4,none,4,2,36,owned,skilled,2,N
1059,376,some,paid,some,1,9,goods,959,1,none,4,2,29,owned,skilled,1,N
1060,110,some,paid,some,1,6,goods,484,3,guarant,7,3,28,owned,unskill,1,Y
1061,258,debt,delayed,some,3,6,auto,3676,1,none,4,3,37,rent,skilled,2,Y
1062,222,debt,paid,some,2,27,busin,5293,2,none,0,4,50,owned,skilled,1,N
1063,336,none,paid,some,2,36,goods,10974,4,none,0,2,26,owned,self,1,N
1064,487,none,paid,some,3,18,goods,3422,4,none,10+,4,47,owned,skilled,2,Y
1065,449,some,paid,some,1,10,goods,1521,4,none,4,2,31,owned,unskill,1,Y
1066,47,debt,paid,some,1,12,goods,1620,2,co-app,4,3,30,owned,skilled,1,Y
1067,342,some,paid,some,1,36,busin,1953,4,none,10+,4,61,free,self,1,N
1068,99,none,paid,medium,1,10,auto,2848,1,co-app,4,2,32,owned,skilled,2,Y
1069,498,none,paid,some,1,24,busin,1258,4,none,7,1,25,owned,skilled,1,Y
1070,374,some,delayed,medium,1,12,auto,1995,4,none,1,1,27,owned,skilled,1,Y
1071,344,none,delayed,some,2,33,busin,2764,2,none,4,2,26,owned,skilled,1,Y
1072,57,debt,delayed,some,1,16,auto,2625,2,guarant,10+,4,43,rent,skilled,1,N
1073,47,debt,paid,some,1,12,goods,1620,2,co-app,4,3,30,owned,skilled,1,Y
1074,174,none,delayed,some,2,18,goods,2238,2,none,4,1,25,owned,skilled,1,Y
1075,499,debt,delayed,some,2,13,busin,1797,3,none,1,1,28,owned,unskill,1,Y
1076,79,none,paid,none,1,12,auto,2445,2,none,1,4,26,rent,skilled,1,Y
1077,199,some,paid,some,1,6,goods,2063,4,none,1,3,30,rent,self,1,Y
1078,167,some,paid,some,1,7,goods,2329,1,guarant,1,1,45,owned,skilled,1,Y
1079,242,debt,paid,none,1,24,goods,2996,2,none,4,4,20,owned,skilled,1,N
1080,429,high,paid,some,1,15,school,392,4,none,1,4,23,rent,skilled,1,Y
1081,465,none,paid,some,1,12,auto,640,4,none,4,2,49,owned,unskill,1,Y
1082,451,none,delayed,some,2,36,goods,9566,2,none,4,2,31,owned,skilled,1,Y
1083,175,some,paid,some,2,15,repairs,1308,4,none,10+,4,38,owned,unskill,1,Y
1084,8,none,delayed,medium,2,24,goods,4151,2,none,4,3,35,owned,skilled,1,Y
1085,378,none,paid,none,1,15,auto,3556,3,none,4,2,29,owned,skilled,1,Y
1086,89,none,delayed,v.high,2,36,auto,5711,4,none,10+,2,38,owned,self,1,Y
1087,360,none,delayed,v.high,1,24,goods,2578,2,none,10+,2,34,owned,skilled,1,Y
1088,16,debt,paid,some,1,12,goods,1657,2,none,4,2,27,owned,skilled,1,Y
1089,290,debt,paid,some,1,24,goods,6872,2,none,1,1,55,owned,skilled,1,N
1090,409,none,paid,none,1,22,auto,1283,4,none,7,4,25,rent,skilled,1,Y
1091,337,debt,paid,some,1,12,goods,1282,2,none,4,4,20,rent,skilled,1,N
1092,9,none,delayed,none,2,48,busin,7629,4,none,10+,2,46,owned,self,2,Y
1093,230,none,delayed,none,4,12,goods,930,4,none,10+,4,65,owned,skilled,1,Y
1094,49,none,paid,high,1,39,auto,2569,4,none,4,4,24,owned,skilled,1,Y
1095,34,some,paid,medium,1,12,busin,1037,3,none,7,4,39,owned,unskill,1,Y
1096,155,none,delayed,some,1,30,goods,5954,3,co-app,7,2,38,owned,skilled,1,Y
1097,449,some,paid,some,1,10,goods,1521,4,none,4,2,31,owned,unskill,1,Y
1098,285,none,paid,none,1,42,goods,7166,2,none,7,4,29,rent,skilled,1,Y
1099,138,some,paid,none,1,36,auto,12389,1,none,4,4,37,free,skilled,1,N
1100,131,some,paid,some,2,48,goods,3060,4,none,7,4,28,owned,skilled,1,N
1101,131,some,paid,some,2,48,goods,3060,4,none,7,4,28,owned,skilled,1,N
1102,77,debt,paid,some,2,12,auto,697,4,none,1,2,46,owned,skilled,1,N
1103,172,debt,paid,v.high,2,30,goods,3622,4,none,10+,4,57,rent,skilled,1,Y
1104,48,debt,paid,some,1,24,goods,3552,3,none,7,4,27,owned,skilled,1,N
1105,373,some,paid,v.high,1,12,auto,1318,4,none,10+,4,54,owned,skilled,1,Y
1106,453,none,paid,none,2,24,goods,5943,1,none,1,1,44,owned,skilled,1,N
1107,250,debt,paid,some,2,48,goods,6999,1,guarant,7,1,34,owned,skilled,1,N
1108,269,none,paid,some,1,24,auto,7393,1,none,4,4,43,owned,unskill,2,Y
1109,339,debt,delayed,none,2,10,goods,2132,2,co-app,1,3,27,rent,skilled,1,Y
1110,76,debt,paid,none,1,12,goods,1262,2,none,10+,4,49,owned,unskill,1,Y
1111,322,none,delayed,v.high,2,27,goods,4526,4,none,1,2,32,owned,unskill,2,Y
1112,137,none,paid,some,1,24,goods,1533,4,none,1,3,38,owned,skilled,1,Y
1113,67,some,paid,some,2,12,goods,1155,3,guarant,10+,3,40,owned,unskill,1,Y
1114,17,none,delayed,some,2,30,goods,5771,4,none,7,2,25,owned,skilled,1,Y
1115,511,some,delayed,some,2,12,auto,3124,1,none,1,3,49,owned,unskill,2,Y
1116,113,none,paid,high,1,9,auto,2507,2,none,10+,4,51,free,unskill,1,Y
1117,221,none,paid,some,1,12,goods,3077,2,none,4,4,52,owned,skilled,1,Y
1118,202,none,delayed,some,2,11,auto,7228,1,none,4,4,39,owned,unskill,1,Y
1119,135,debt,delayed,some,4,12,goods,385,4,none,7,3,58,owned,unskill,1,Y
1120,485,none,paid,v.high,1,21,busin,1572,4,none,10+,4,36,owned,unskill,1,Y
1121,50,some,paid,some,1,12,goods,625,4,guarant,1,1,26,owned,unskill,1,Y
1122,351,none,paid,some,1,18,goods,1533,4,co-app,1,1,43,owned,unskill,2,N
1123,217,debt,paid,some,1,36,auto,9271,2,none,7,1,24,owned,skilled,1,N
1124,386,high,paid,some,1,36,goods,4473,4,none,10+,2,31,owned,skilled,1,Y
1125,236,debt,delayed,some,2,60,busin,6836,3,none,10+,4,63,owned,skilled,1,N
1126,123,none,paid,high,1,10,auto,1597,3,none,4,2,40,rent,unskill,2,Y
1127,149,some,delayed,none,2,20,auto,7057,3,none,7,4,36,rent,self,2,Y
1128,479,debt,delayed,some,2,24,auto,1333,4,none,0,2,43,free,skilled,2,N
1129,435,debt,delayed,some,2,15,goods,1433,4,none,4,3,25,rent,skilled,1,Y
1130,150,high,paid,none,1,12,goods,1424,3,none,10+,4,55,owned,self,1,Y
1131,380,none,paid,medium,1,39,auto,8588,4,none,10+,2,45,owned,self,1,Y
1132,104,none,delayed,medium,2,6,goods,1237,1,none,4,1,27,owned,skilled,1,Y
1133,396,some,paid,some,1,9,busin,1391,2,none,4,1,27,owned,skilled,1,Y
1134,215,some,paid,none,1,12,auto,2028,4,none,4,2,30,owned,skilled,1,Y
1135,329,some,delayed,medium,1,39,school,11760,2,none,7,3,32,rent,skilled,1,Y
1136,415,none,delayed,none,2,9,school,1244,4,none,10+,4,41,rent,unskill,1,Y
1137,497,debt,delayed,some,2,36,school,8065,3,none,4,2,25,owned,self,1,N
1138,294,none,delayed,some,2,12,busin,1412,4,guarant,4,2,29,owned,self,1,Y
1139,491,none,paid,medium,2,36,busin,5742,2,none,7,2,31,owned,skilled,1,Y
1140,449,some,paid,some,1,10,goods,1521,4,none,4,2,31,owned,unskill,1,Y
1141,50,some,paid,some,1,12,goods,625,4,guarant,1,1,26,owned,unskill,1,Y
1142,147,debt,paid,some,1,18,auto,976,1,none,1,2,23,owned,unskill,1,N
1143,295,high,paid,medium,1,10,auto,1240,1,none,10+,4,48,free,unskill,2,N
1144,361,some,delayed,some,2,36,auto,5800,3,none,4,4,34,owned,skilled,1,Y
1145,9,none,delayed,none,2,48,busin,7629,4,none,10+,2,46,owned,self,2,Y
1146,407,debt,paid,none,2,21,auto,1647,4,none,4,2,40,owned,unskill,2,N
1147,373,some,paid,v.high,1,12,auto,1318,4,none,10+,4,54,owned,skilled,1,Y
1148,408,some,paid,some,1,9,goods,458,4,none,4,3,24,owned,skilled,1,Y
1149,28,debt,paid,medium,1,12,goods,674,4,none,7,1,20,owned,skilled,1,N
1150,12,debt,paid,some,1,18,goods,2389,4,none,1,1,27,owned,skilled,1,Y
1151,125,none,delayed,some,2,18,auto,2775,2,none,7,2,31,owned,skilled,1,N
1152,188,none,delayed,none,1,12,goods,5801,2,none,10+,4,49,rent,skilled,1,Y
1153,298,some,paid,high,1,12,goods,1158,3,none,4,1,26,owned,skilled,1,Y
1154,199,some,paid,some,1,6,goods,2063,4,none,1,3,30,rent,self,1,Y
1155,491,none,paid,medium,2,36,busin,5742,2,none,7,2,31,owned,skilled,1,Y
1156,352,none,paid,none,1,12,auto,2859,4,none,0,4,38,owned,self,1,Y
1157,467,some,paid,some,2,27,busin,8318,2,none,10+,4,42,free,self,1,N
1158,51,some,paid,some,1,48,other,18424,1,none,4,2,32,owned,self,1,N
1159,291,debt,paid,some,1,24,auto,3632,1,guarant,4,4,22,rent,skilled,1,Y
1160,287,some,paid,some,1,48,busin,15672,2,none,4,2,23,owned,skilled,1,N
1161,124,some,delayed,medium,1,48,other,7582,2,none,0,4,31,free,self,1,Y
1162,360,none,delayed,v.high,1,24,goods,2578,2,none,10+,2,34,owned,skilled,1,Y
1163,408,some,paid,some,1,9,goods,458,4,none,4,3,24,owned,skilled,1,Y
1164,438,some,paid,some,1,54,busin,15945,3,none,1,4,58,rent,skilled,1,N
1165,449,some,paid,some,1,10,goods,1521,4,none,4,2,31,owned,unskill,1,Y
1166,257,none,delayed,some,2,24,goods,1585,4,none,7,3,40,owned,skilled,1,Y
1167,402,none,delayed,high,1,48,auto,10127,2,none,4,2,44,free,skilled,1,N
1168,281,debt,paid,some,2,12,repairs,1108,4,none,7,3,28,owned,skilled,1,N
1169,278,debt,paid,none,1,12,auto,900,4,none,4,2,23,owned,skilled,1,N
1170,463,none,paid,medium,1,6,auto,1204,4,none,4,1,35,rent,skilled,1,Y
1171,216,debt,paid,some,1,18,goods,3509,4,guarant,7,1,25,owned,skilled,1,Y
1172,379,some,paid,medium,4,12,goods,951,4,none,1,4,27,rent,skilled,1,N
1173,489,debt,paid,some,1,12,goods,701,4,none,4,2,40,owned,unskill,1,Y
1174,125,none,delayed,some,2,18,auto,2775,2,none,7,2,31,owned,skilled,1,N
1175,118,none,paid,medium,1,9,goods,2301,2,none,1,4,22,rent,skilled,1,Y
1176,473,debt,paid,some,1,18,goods,1217,4,none,4,3,47,owned,unskill,1,N
1177,160,some,delayed,some,2,24,busin,1935,4,none,10+,4,31,owned,skilled,1,N
1178,88,none,paid,none,1,30,auto,4811,2,none,7,4,24,rent,unskill,1,Y
1179,175,some,paid,some,2,15,repairs,1308,4,none,10+,4,38,owned,unskill,1,Y
1180,71,debt,delayed,some,2,12,auto,2171,4,none,4,4,38,owned,unskill,1,Y
1181,264,none,paid,none,1,10,auto,2901,1,none,1,4,31,rent,skilled,1,Y
1182,193,none,paid,some,2,9,busin,1449,3,none,7,2,27,owned,skilled,1,Y
1183,20,none,delayed,some,2,6,auto,6761,1,none,7,3,45,owned,self,2,Y
1184,60,debt,delayed,some,2,6,auto,860,1,none,10+,4,39,owned,skilled,1,Y
1185,241,some,delayed,some,2,36,busin,4455,2,none,4,2,30,owned,self,1,N
1186,271,some,delayed,some,1,18,goods,4297,4,none,10+,3,40,owned,self,1,N
1187,72,debt,paid,none,1,24,auto,1371,4,none,4,4,25,rent,skilled,1,N
1188,109,none,paid,none,1,36,auto,3079,4,none,4,4,36,owned,skilled,1,Y
1189,75,none,delayed,medium,1,24,goods,2872,3,none,10+,4,36,owned,skilled,2,Y
1190,365,debt,delayed,some,2,12,auto,2121,4,none,4,2,30,owned,skilled,1,Y
1191,421,none,delayed,some,2,14,auto,802,4,none,4,2,27,owned,unskill,1,Y
1192,27,none,delayed,none,1,7,goods,846,3,none,10+,4,36,free,skilled,1,Y
1193,403,some,paid,medium,2,15,auto,2631,2,none,4,4,28,rent,skilled,1,N
1194,310,debt,paid,some,1,18,auto,1216,4,none,1,3,23,rent,skilled,1,N
1195,174,none,delayed,some,2,18,goods,2238,2,none,4,1,25,owned,skilled,1,Y
1196,78,some,delayed,some,2,20,other,2629,2,none,4,3,29,owned,skilled,1,Y
1197,173,debt,paid,some,2,24,auto,1193,1,co-app,0,4,29,rent,none,1,N
1198,415,none,delayed,none,2,9,school,1244,4,none,10+,4,41,rent,unskill,1,Y
1199,76,debt,paid,none,1,12,goods,1262,2,none,10+,4,49,owned,unskill,1,Y
1200,115,some,paid,some,1,12,goods,1567,1,none,4,1,22,owned,skilled,1,Y
1201,436,debt,delayed,none,2,39,goods,14179,4,none,7,4,30,owned,self,1,Y
1202,312,some,paid,none,1,12,goods,1484,2,none,4,1,25,owned,skilled,1,N
1203,373,some,paid,v.high,1,12,auto,1318,4,none,10+,4,54,owned,skilled,1,Y
1204,257,none,delayed,some,2,24,goods,1585,4,none,7,3,40,owned,skilled,1,Y
1205,404,debt,delayed,some,2,24,auto,4870,3,none,4,4,53,free,skilled,2,N
1206,309,debt,paid,some,1,18,goods,3114,1,none,1,4,26,rent,skilled,1,N
1207,290,debt,paid,some,1,24,goods,6872,2,none,1,1,55,owned,skilled,1,N
1208,27,none,delayed,none,1,7,goods,846,3,none,10+,4,36,free,skilled,1,Y
1209,315,none,paid,high,1,36,auto,909,4,none,10+,4,36,owned,skilled,1,Y
1210,351,none,paid,some,1,18,goods,1533,4,co-app,1,1,43,owned,unskill,2,N
1211,413,none,delayed,some,1,12,goods,618,4,none,10+,4,56,owned,skilled,1,Y
1212,37,none,paid,high,1,21,auto,2782,1,none,7,2,31,owned,self,1,Y
1213,69,some,paid,some,1,18,goods,1113,4,guarant,4,4,26,owned,unskill,2,Y
1214,244,debt,paid,none,1,24,auto,2964,4,none,10+,4,49,free,skilled,2,Y
1215,437,high,delayed,some,1,30,busin,1908,4,none,10+,4,66,owned,self,1,N
1216,331,some,delayed,some,1,30,goods,8386,2,none,7,2,49,owned,skilled,1,N
1217,411,none,delayed,some,2,18,goods,3780,3,none,1,2,35,owned,self,1,Y
1218,418,none,delayed,some,2,24,repairs,5507,3,none,10+,4,44,free,skilled,1,Y
1219,512,none,delayed,some,2,6,goods,1382,1,none,4,1,28,owned,skilled,1,Y
1220,16,debt,paid,some,1,12,goods,1657,2,none,4,2,27,owned,skilled,1,Y
1221,512,none,delayed,some,2,6,goods,1382,1,none,4,1,28,owned,skilled,1,Y
1222,8,none,delayed,medium,2,24,goods,4151,2,none,4,3,35,owned,skilled,1,Y
1223,251,none,paid,some,2,24,school,937,4,none,1,3,27,owned,unskill,1,Y
1224,498,none,paid,some,1,24,busin,1258,4,none,7,1,25,owned,skilled,1,Y
1225,91,debt,paid,some,1,12,goods,709,4,none,10+,4,57,owned,unskill,1,N
1226,284,some,paid,none,1,30,goods,1715,4,none,4,1,26,owned,skilled,1,Y
1227,502,some,paid,some,1,60,auto,14027,4,none,7,2,27,owned,self,1,N
1228,50,some,paid,some,1,12,goods,625,4,guarant,1,1,26,owned,unskill,1,Y
1229,20,none,delayed,some,2,6,auto,6761,1,none,7,3,45,owned,self,2,Y
1230,55,none,paid,high,1,12,auto,1386,2,none,4,2,26,owned,skilled,1,N
1231,460,some,delayed,v.high,2,9,school,1136,4,none,10+,3,32,free,skilled,2,N
1232,225,some,delayed,some,1,48,goods,5096,2,none,4,3,30,owned,self,1,N
1233,373,some,paid,v.high,1,12,auto,1318,4,none,10+,4,54,owned,skilled,1,Y
1234,236,debt,delayed,some,2,60,busin,6836,3,none,10+,4,63,owned,skilled,1,N
1235,449,some,paid,some,1,10,goods,1521,4,none,4,2,31,owned,unskill,1,Y
1236,297,debt,delayed,some,2,6,auto,609,4,none,7,3,37,owned,skilled,1,Y
1237,408,some,paid,some,1,9,goods,458,4,none,4,3,24,owned,skilled,1,Y
1238,361,some,delayed,some,2,36,auto,5800,3,none,4,4,34,owned,skilled,1,Y
1239,231,debt,paid,some,2,12,goods,6199,4,none,4,2,28,rent,skilled,1,N
1240,90,debt,paid,some,1,48,busin,7685,2,guarant,7,4,37,rent,skilled,1,N
1241,23,high,delayed,some,1,42,auto,4796,4,none,10+,4,56,free,skilled,1,Y
1242,455,none,paid,none,2,24,goods,999,4,none,10+,2,25,owned,skilled,1,Y
1243,133,some,delayed,some,2,21,busin,3652,2,none,7,3,27,owned,skilled,1,Y
1244,434,none,delayed,some,2,24,auto,2032,4,none,10+,4,60,free,skilled,1,Y
1245,1,some,delayed,some,1,12,goods,1424,4,none,7,3,26,owned,skilled,1,Y
1246,440,some,delayed,medium,1,24,auto,3878,4,none,1,2,37,owned,skilled,1,Y
1247,101,high,paid,some,1,12,busin,609,4,none,1,1,26,owned,none,1,N
1248,416,none,paid,none,1,12,goods,2279,4,none,4,4,37,free,skilled,1,Y
1249,307,none,delayed,some,3,24,goods,5103,3,none,1,3,47,free,skilled,1,Y
1250,121,high,paid,some,1,10,goods,1275,4,none,1,2,23,owned,skilled,1,Y
1251,113,none,paid,high,1,9,auto,2507,2,none,10+,4,51,free,unskill,1,Y
1252,24,none,paid,medium,1,9,goods,2753,3,co-app,10+,4,35,owned,skilled,1,Y
1253,242,debt,paid,none,1,24,goods,2996,2,none,4,4,20,owned,skilled,1,N
1254,328,some,paid,none,1,48,busin,12204,2,none,4,2,48,owned,self,1,Y
1255,245,some,delayed,medium,2,30,goods,1919,4,none,1,3,30,owned,self,1,N
1256,481,some,paid,some,1,8,goods,760,4,guarant,7,2,44,owned,unskill,1,Y
1257,244,debt,paid,none,1,24,auto,2964,4,none,10+,4,49,free,skilled,2,Y
1258,72,debt,paid,none,1,24,auto,1371,4,none,4,4,25,rent,skilled,1,N
1259,258,debt,delayed,some,3,6,auto,3676,1,none,4,3,37,rent,skilled,2,Y
1260,384,debt,paid,some,1,12,goods,2149,4,none,4,1,29,free,skilled,1,N
1261,331,some,delayed,some,1,30,goods,8386,2,none,7,2,49,owned,skilled,1,N
